time,promoter_35S,promoter_19S,gene_P5,gene_P4,gene_P6,gene_P1,untracked_large,gene_P3,gene_P2
10222.0,1000,1000,1000,1000,317,1000,1000,1000,1000
10223.0,1000,1000,1000,1000,317,1000,1000,1000,1000
10224.0,1000,1000,1000,1000,317,1000,1000,1000,1000
10225.0,1000,1000,1000,1000,317,1000,1000,1000,1000
10226.0,1000,1000,1000,1000,317,1000,1000,1000,1000
10227.0,1000,1000,1000,1000,316,1000,1000,1000,1000
10228.0,1000,1000,1000,1000,316,1000,1000,1000,1000
10229.0,1000,1000,1000,1000,316,1000,1000,1000,1000
10230.0,1000,1000,1000,1000,316,1000,1000,1000,1000
10231.0,1000,1000,1000,1000,316,1000,1000,1000,1000
10232.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10233.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10234.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10235.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10236.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10237.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10238.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10239.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10240.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10241.0,1000,1000,1000,1000,315,1000,1000,1000,1000
10242.0,1000,1000,1000,1000,314,1000,1000,1000,1000
10243.0,1000,1000,1000,1000,314,1000,1000,1000,1000
10244.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10245.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10246.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10247.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10248.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10249.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10250.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10251.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10252.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10253.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10254.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10255.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10256.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10257.0,1000,1000,1000,1000,313,1000,1000,1000,1000
10258.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10259.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10260.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10261.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10262.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10263.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10264.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10265.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10266.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10267.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10268.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10269.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10270.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10271.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10272.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10273.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10274.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10275.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10276.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10277.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10278.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10279.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10280.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10281.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10282.0,1000,1000,1000,1000,312,1000,1000,1000,1000
10283.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10284.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10285.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10286.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10287.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10288.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10289.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10290.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10291.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10292.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10293.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10294.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10295.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10296.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10297.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10298.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10299.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10300.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10301.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10302.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10303.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10304.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10305.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10306.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10307.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10308.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10309.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10310.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10311.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10312.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10313.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10314.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10315.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10316.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10317.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10318.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10319.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10320.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10321.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10322.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10323.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10324.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10325.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10326.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10327.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10328.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10329.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10330.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10331.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10332.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10333.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10334.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10335.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10336.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10337.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10338.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10339.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10340.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10341.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10342.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10343.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10344.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10345.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10346.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10347.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10348.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10349.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10350.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10351.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10352.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10353.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10354.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10355.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10356.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10357.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10358.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10359.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10360.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10361.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10362.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10363.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10364.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10365.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10366.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10367.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10368.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10369.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10370.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10371.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10372.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10373.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10374.0,1000,1000,1000,1000,311,1000,1000,1000,1000
10375.0,1000,1000,1000,1000,311,1000,1000,1000,1000
