Date,RFP Control,sgRNA Control,sgRNA Modified
16,2354.40625,549.421875,4249.607639
16,55340.38281,3568.875,8317.190341
16,14758.375,17185.675,4985.410714
16,1080.625,5550.428571,26134.64844
16,1916.605769,7504.333333,6150.119048
16,9166.678571,5725.15625,17182.875
16,12335.875,11677.5,9789.62069
16,11298.625,5094.094828,12799.61141
16,7522.238971,4775.982143,7164.33
16,6359.670455,3287.476852,7369.568548
16,3109.032258,2613.448529,7661.835227
16,11285.38462,17887.17803,3349.25
16,106995.5455,10271.89286,23987.49167
16,14856.54167,10398,10989
16,51726.60511,6926.257353,4004.125
16,10738.97039,5978.724138,5049.645161
16,7288.224265,2731.666667,15756.24324
16,21865.6875,3526.3,10569.73276
16,32021.7619,11831.9375,5418.098214
16,30937.56818,3184.918919,6916.034483
16,10663.3125,4851.9375,3001.047619
16,12321.78125,8717.054054,17523.6775
16,11653.84091,6125.842742,6453.016667
16,38623.17857,9337.027439,8850.950893
16,49203,21241.79545,18621.48649
16,16246.28571,3818.199074,13241.65714
16,17247.35,4868.347973,4928.547414
16,23495.36538,13181.1875,12533.50641
16,18912.64516,4910.655172,5661.089286
16,95419,4479.65625,7299.189655
16,10981.89224,6169.862069,3037.763889
16,1195.883621,6367.534483,25547.87805
16,23413.13514,2681.666667,2582.341216
16,39561.425,3442.02439,5671.648148
16,3851.448276,3901.157895,3480.715909
16,33061.92857,4322.964286,8005.671053
16,16031.36585,3779.029412,9143.625
16,18376.22917,2922.5,17123.17105
16,12642.58929,9166.396739,6941.022321
16,29264.24,5498.363636,46091.4
16,82463.92143,3387.798611,5245.809524
16,4863.761905,6440.275,4468.211207
16,17076.29167,13482.09302,7187.125
16,9839.068182,17118.45833,463.3605769
16,3945.911458,4031.330357,16371.67442
16,8067.692308,5196.5,14075.58889
16,13463.4375,4786.35,14753.83621
16,46790.5,5839.094828,8188.514706
16,6223.545455,6494.421053,5101.375
16,17633.98958,3564.025862,3350.761905
16,7044.007353,15380.92045,644.6190476
16,20629.40278,4054.990741,4970.379808
16,2104.830357,3068.055556,34123.83654
16,19891.43182,7739.785714,9317.908784
16,33454.90972,3646.05,6333.444444
16,4162.289063,12728.05978,11926.065
16,1778.220833,4668.444444,7549.944444
16,13613.99074,6519.636719,6042.431818
16,52696.8287,5291.52381,4917.344828
16,15071.7,18045.87264,4040.516129
16,8321.322115,2953.833333,7561.346774
16,30541.58065,12605.16129,3375.824324
16,20067.60606,4350.109756,6430.222222
16,23333.7,6145.517241,3112.229167
16,8569.702586,3032.638889,2968.220588
16,15300.45455,10813.85897,14608.78646
16,1466.651786,4318.637931,4602.403226
16,9796.125,5814.197581,4363.048611
16,18661.59722,8696.235294,3143
16,11211.66964,3973.375,4689.625
16,13343.64015,2411.925,5184.145161
16,8330.928571,7515.075,14147.125
16,78327.3314,4677.875,20437.9564
16,16391.33796,4751.6,9995.538462
16,11938.00893,48970.30189,3117.375
16,14307.92308,5531.670139,3598.138393
16,3659.238636,4350.060811,9842.875
16,6363.870536,8079.80303,6451.757143
16,8268.901786,12095.36161,23293.96078
16,17877.96875,13843,5083.75
16,37807.18304,4220.637931,10103.48177
16,30314.08333,14418.34483,4514.017241
16,6079.568182,373.1428571,4093
16,2717.801136,11239.675,10523.32386
16,47266.29297,4424.655488,8248.821429
16,17821.09274,3799.555556,10046.32857
16,5610.375,8827.038462,6672.226563
16,9770.50431,3995.431034,3529.87931
16,98155.32653,3303.672297,8229.536932
16,9250.421429,4351.488372,2071.789474
16,5627.866071,18012.97143,3723.504808
16,33972.34259,6309.596774,5395.192308
16,33277.65909,28061.39,9634.567857
16,8120.625,3764.571429,8438.677419
16,10658.80556,7471.354167,8245.474432
16,18857.875,2434.453571,13405.57143
16,16540.35345,5686.179688,14128.75205
16,6857.254032,3581.285714,12895.25708
16,46810.025,6283.58871,3765
16,18346.83854,11938.4697,7806.75
16,14368.31061,4840.081081,5660.586538
16,8021.142857,8789.827586,16364.54545
16,13967.2,3635.222222,4068.923077
16,5086.712121,4247.226852,4169.076923
16,10107.27778,9617.921053,6142.023148
16,31788.465,8740.924419,5008.451613
16,16977.60197,7011.964286,5558.832031
16,12928.67742,31666.0133,13928.75
16,10625.03571,4113.75,10062.60577
16,19438.81481,5251.282258,5216.714286
16,65369.90385,9105.024194,10306.75595
16,5924.53125,11946.41786,5085.817857
16,34500.06757,6137.416667,9496.5
16,19482.37791,11811.64634,4356.548611
16,22750.8125,5083.723214,24275.65714
16,16958.45213,19285.875,8074.466216
16,6271.897727,5400.75,7254
16,26807.18519,4482.215909,6844.27381
16,61574.15,5328.917857,4093.232143
16,15424.19231,4624.583333,3221.627907
16,8567.909091,5307.6,9679.885714
16,7634.021552,9738.571429,5684.259259
16,1815.306818,3386.194444,5865.621094
16,13450.82143,5536.551724,11521.66509
16,25278.39453,4814.875,5536.827586
16,22012.5625,10174.17969,3895.685714
16,46529.26014,3707.379464,4174.081081
16,4796.004464,5584.33125,3550.928571
16,12478.31731,6292.293919,4783.389706
16,31668.32857,7026.039474,3324.94697
16,22954.925,4225.791667,5782.492857
16,29272.8125,5670.166667,4413.29
16,15119.15244,6033.268519,5124.528846
16,30893.22222,7114.034483,3654.189655
16,57284.22321,15078.52778,4556.027778
16,21364,4171.892857,3054.571429
16,5548.592593,4597.392857,7827
16,40824.36719,12918.46023,7723.148649
16,12609.20833,8509.121951,10143.25
16,11978.28,8808.985465,11074.90972
16,8981.684028,9984.166667,4184.64
16,3949.919643,5654.358333,4873.99569
16,1389.204545,3800.471429,5875.235
16,9870.428571,3571.655172,11076.69602
16,3413.535714,9949.862069,4292.5
16,9972.777778,7130.544444,7029.243902
16,38583.2973,12791.40625,2992.293103
16,16309.00862,4324.566176,4096.653846
16,1311.794643,9009.170732,17793.83621
16,12562.7,7180.375,7891.758621
16,15175.76953,5194.448529,9566.794811
16,9674.567308,6873.125,6273.258621
16,10366.22973,10842.88372,6371.179167
16,7982.278846,4568.55,4502
16,1128.111111,3505.8,13238.94643
16,6332.90625,6559,10868.46875
16,38341.43314,10117.03448,16180.61207
16,2716.534483,4887.583333,7018.728571
16,4097.375,3460.505952,3162.008065
16,3577.921296,3930.293103,4109.1875
16,1739.685484,13932.86,31370.53125
16,37659.17949,4981.314189,4250.525
16,19875.64286,5196.676724,5091.736111
16,24787.75,5307.6875,4021.297414
16,2639.396552,1857.25,3246.245968
16,2993.386364,3933.366935,5488.848214
16,11215.84091,10464.28,5440.267241
16,11629.64286,4796.112903,8074.5
16,13451.80882,6581.665441,4093.861607
16,7850.172414,4086.198529,26193.375
16,25030.40625,5684.947581,20041.875
16,11520.25,5659.538462,3611.5
16,17427.16667,10728.54054,1682.909722
16,10183.6131,3794.759259,12277.10473
16,14345.55882,13815.39,6979.939655
16,18217.33333,6707.905172,2858.655172
16,6534.215909,4707.388889,9345.666667
16,19452.725,5912.25,4881.301471
16,6259.17,13698.76453,4792.273148
16,5871.467742,5789.414634,6416.738095
16,10399.58333,9210.78629,8632.407407
16,4776.205,4717.181034,4563.111111
16,3078.125,6288.073276,5430.289286
16,26999.46154,12557.34926,7218.363636
16,7868.802632,6600.0625,10002.43534
16,1029.439394,4315.946429,6793.602941
16,6229.525,3152.71875,37674.85811
16,15890.33333,5632.907407,6765.555556
16,11877.5625,4555.080645,7599.875
16,40454.90909,4497.756098,14554.83333
16,3322.413793,5319.685345,5967
16,11135.55357,4967.013889,6176.2
16,42345.58571,3850.432692,4232.291667
16,7888.333333,26755.71667,6046.322581
16,9594.853448,5574.12963,5824.091216
16,5265.154762,3780.072115,18005.13816
16,42453.97222,4869.75,7378.530488
16,35021.33871,5737.032895,4217.691964
16,13747.13281,4286.839744,18784.34
16,9155.229839,6414.157143,36210.69257
16,17306.94737,2398.810811,5981.282143
16,33619.71429,4590.948276,8507.459459
16,18142.10795,1425.647059,13509.38437
16,6609.386364,29330.375,4232.433594
16,2328.184783,5778.663462,3321.172414
16,3683.755,19279.58537,6127.5
16,3196.452381,4812.862069,6350.25
16,889.4230769,4815.916667,4936.195313
16,17311.73214,3228.240741,5408.140625
16,4785.78,10172.82452,5516.545455
16,487.1964286,7202.584677,20874.45192
16,20278.35484,9355.304054,6392.344828
16,388.0231481,8145.849138,4134.246622
16,23140.90909,4057,9781.931034
16,23073.44872,6030.168103,20830.05645
16,24194.84483,5056.412162,7681.87234
16,5949.423077,5661.37037,15798.22656
16,20519.02703,2693.613095,33492.4181
16,17189.55603,13147.35897,4830.023148
16,17320.70833,4443.064815,3671.9375
16,2319.173913,4933.236111,4864.463816
16,2921.942308,5217.168269,4177.655172
16,21431.24107,6498.285714,4439.5875
16,18970.95395,3427.361607,10199.62931
16,15015.15625,3368.722973,9860.828125
16,13905.91667,7229.133333,5806.321429
16,34822.64444,3093.970588,5209.5625
16,12753.80208,17133.58991,5609.279412
16,10745.27778,8441.888889,8672.732143
16,28725.97436,4080.141447,4626.158333
16,9561.55,3202.293919,6113.270833
16,26308.375,12610.78017,4261.491379
16,1310,11828.29605,4100.335526
16,19799.2275,15412.95,8289.310345
16,7670.5,10296.70278,1779.3875
16,7828.73913,6581.158537,9862.457317
16,26620.34091,9215.96371,4368.976351
16,29359.60811,10503.87209,7192.324074
16,776.1541667,4887.004464,4764.027778
16,8045.7,6363.9,5954.560185
16,24302.93023,5783.851563,11515.01944
16,4234.625,5456.689394,4505.784483
16,771.405,1715.730263,3543.722222
16,13935.40741,6826.473684,1754.75
16,18769.07692,9452.533333,4392.173913
16,13694.10577,9062.145161,6382.743421
16,15951.96875,8399.586207,4098.244681
16,23679.02586,15989.98333,7562.548387
16,19117.17378,7040.706081,3429.517241
16,7249.064655,34171.38636,8834.816667
16,34045,4907,12099.5
16,6376.5,2124.286765,4468.965
16,8481.105769,20700.19318,3086.482143
16,3536.78,3864.591667,17764.22619
16,21854.36207,6509.53125,2853.658333
16,2325.5,5767.263514,6005.605769
16,7778.10119,7625.875,5520.125
16,15169.39535,4453.904762,19765.83636
16,248.375,4519.314655,4483.982558
16,1751.555556,8275.605263,8339
16,8904.639706,5921.290698,6510.75
16,17070.58553,7778.125,4322.5
16,3446.796296,9742.011719,5665.364583
16,8524.125,4666.155405,9503
16,11807.5,3220,12158.38889
16,26717.76744,4413.382813,6536.280303
16,14439.875,5963.35,6404.5
16,6335.496212,10925.27083,25734.02941
16,3441.0625,7213.984375,13400.37821
16,8801.666667,22919.94063,6108.358108
16,20463.67188,4284.791667,5368.359375
16,4394.405,8363.905172,13339.20536
16,6218.096154,1102.7,4073.404762
16,3710.63,8487.090909,6989.35473
16,25542.90541,6475.310345,9088.976563
16,17218.2,5250.908088,11071.91346
16,8373.9375,5358.238095,6936.578947
16,16225.62791,6040.878788,11367.84302
16,1630.25,7028.666667,5490.645161
16,40125.45109,3957.958333,5704.375
16,49615.11111,16846.11111,5713.141892
16,10254.625,5773.22973,3459.75
16,6973.410156,11036.48986,3824.520833
16,72290,7237.232143,2769.5
16,562.5,6695.854839,6278.8
16,1613.160714,20550.5625,8513.27907
16,8825.90625,6548.296053,4753.659375
16,10465.35714,1034.340909,1209.298387
16,2369,9871.081967,4096.482759
16,19063.2069,32927.25,6021.976852
16,13475.94932,8681.764706,5569.034483
16,6130.773438,5547.59375,9953
16,42045.0814,10029.02703,14831.01316
16,30237.10135,4362.166667,5640.580645
16,6943.826087,961.9142857,7713.878378
16,6156.616379,6358.931034,9895.346939
16,9425.732759,12958.62903,5849.487069
16,1074.25,4629.601852,3240.714286
16,1730.25,9184.285714,16726.54779
16,36682.6,5015.241379,3797.52381
16,24397.75,7093.474138,23300.8375
16,7752.375,6788.310345,4030.396552
16,2724.961538,4392.151786,30189.625
16,2752.517241,8087.818966,9555.894231
16,9327.821429,18935.19643,5114.117647
16,14481.96591,7315.710938,8167.846774
16,32674.49597,5851.270833,5922.864865
16,14744.57407,5469.4375,5329.911932
16,16255.30603,11319.98611,4065.291667
16,6740.375,864.375,8085.168103
16,12389.91369,5017.458333,6639.322581
16,13886.16071,2920.842105,15480.75
16,13979.64706,6865.480769,7630.919643
16,335.0096154,12252.81771,5642.630952
16,3810.4875,7928.488372,12199.89189
16,3087.722826,23641.89939,6976.58871
16,18127.36111,13500.64286,6057.544118
16,20019.8125,6630.208333,1092.483871
16,13348.05714,8697.717742,3808.986111
16,61751.90426,21592.27143,7137.75
16,14069.29276,4733.879464,131.125
16,7173.310345,8124.965517,17949.10714
16,12611.6875,3870.296875,25360.61792
16,22356.625,4235.791667,4469.948276
16,5605.322581,6943.477273,5681.992857
16,3072.619565,5066.725962,8272.12069
16,13669.46429,5361.45,4665.982143
16,16522.075,15019.69907,3694.445313
16,2118.944444,4790.767857,5242.90625
16,19883.4697,5577.982759,4024.529412
16,11674.79464,2205.828571,3371
16,16654.25,5740.732143,16272.2
16,7762.460938,4876.682143,9336.217742
16,15006.7551,6145.120536,12476.8
16,14291.51724,24236.5819,5548.714286
16,6595.041667,3154.466667,4192.108108
16,10895.71429,3040.162162,5489
16,13335.9375,5522.25641,9307.948718
16,32734.21622,10650.48276,5233.457143
16,11069.86957,4298.629032,16188.08772
16,16363.41964,5606.902778,3573.229651
16,1843.5,12820.23529,7152
16,20313.58065,7958.083333,15964.57143
16,3270.015152,6594.985294,6505.638393
16,24319.00595,16279.35326,5414.136029
16,11460.09052,8149.017857,4590.8125
16,12748.75862,14048.46875,11144.88889
16,34312,13491.93243,7756.216216
16,750.2456897,8700.597656,4654.275862
16,22550.80435,1611.365854,1995.916667
16,11828.33621,9781.309375,5417.5
16,11135.07143,7354.986486,699.8375
16,12747.80405,36220.95455,6376.701923
16,31958.58824,5181.3125,9427.809028
16,25185.44397,5406.977273,3201.15625
16,4311.25,7131.142857,3523.048077
16,2065.429688,7467.318182,6170.507813
16,1955.5625,15032.64826,6025.525
16,7403.664773,5378.827586,5607.416667
16,7163.153846,8811.8,6428.032051
16,9908.628205,5007.234375,5459.161765
16,17398.14,13207.16964,5886.021635
16,29209.62736,11189,7000.975
16,17043.33446,5563.941176,6316.846154
16,6846.535714,4312.767361,7119.334459
16,5454.166667,7307.739286,5802.4125
16,15251.19531,5314.198276,5769.6
16,3384.5625,8910.203704,3937.015
16,10403.5,3708.037879,6281.926829
16,4355.2125,6300.683824,9349.166667
16,46901.41346,6730.568966,4261.009375
16,9277.19,3513.583333,13469.83611
16,21369.44643,3428.215517,18572.875
16,12805.48276,3033.756944,12783.89643
16,24866.31579,5484.070946,3644.865854
16,10149.36,12865.78906,4545.763393
16,13339.03378,4897.677419,3613.259615
16,23771.56985,4049.508621,4347.975806
16,3321.206731,6188.169643,13914.78409
16,17218.88889,2888.368421,4135.203704
16,4896.357639,5505.903226,3456.61
16,36416.7621,5925.839286,3633.5
16,4087.763889,11292.4,4987.415541
16,19941.90385,5288.333333,4787.103448
16,6219.181818,20987.5,4089.196429
16,16370.87209,5951,22961
16,34487.52586,12917.55903,17380.40086
16,7473.301724,6905.977273,5900.035714
16,30996.50806,6969.078947,14154.34884
16,59311.73214,749.75,5436.8125
16,10900.81944,3970.678571,5584.564286
16,6800.24,5363.814394,5235.327586
16,22178.46774,9247.457143,26070.04545
16,15470.27703,9934.085227,9463.25641
16,14566.70714,7265.090909,4597.671875
16,1364.5,5274.125,5053.953125
16,5956.571429,6616.665541,6894.717857
16,8275.707031,10149.86765,8956.685811
16,1386.821429,6050.861607,9895.081633
16,19604.06897,7088.797794,17269.24
16,24589.9697,6321.162162,16958.87879
16,1999.135,5537.446429,12927.06897
16,16531.10811,4446.9375,4031.946429
16,11471.07692,322.9375,5648.960938
16,6104.069853,4641.405172,5640.708333
16,2186.130435,33164.31977,7510.413793
16,1485.125,6698.931034,17224.76
16,12097.79018,9557.671053,3113.733333
16,9827.388889,6324.5625,3234.366071
16,2562.846154,4670.46,3307.977679
16,28293.1686,3380.908784,4797.164286
16,1937.814516,4290.603448,3000.482759
16,38731.15306,4205.00463,4534.290323
16,31942.90909,6873.65625,4837.175
16,18743.73611,1663.428571,5145.666667
16,24946.64,5722.458333,12924.77604
16,22164.2069,11276.84593,10961.15385
16,5003.234375,6379.526786,4016.461538
16,16125.5,9150.487179,5802.056034
16,20956.96959,5823.37931,7925.833333
16,50656.45455,4571.574219,7538.75
16,18062.01339,6602.394231,11325.86149
16,26954.39286,8599.491379,5481
16,17330.5,5613.618056,9130.285714
16,5027.185484,4707.265625,4711.657143
16,902.37,3201.330645,4175
16,23235.61694,5917.419118,5944.190476
16,11528,3893.357759,4521.705645
16,22055.30469,6886.152778,10250.34302
16,3523.493421,4700.380952,5310.171053
16,10785.9375,5559.552885,21830.13214
16,323,5602.758065,9596.146739
16,14701.79167,3159.243243,7742.654412
16,1367.5,12549.81818,8746.825
16,33269.67308,19443.32112,3416.974265
16,6080.423077,25501.61765,4209.741071
16,26406.45161,5581.714286,4312.586538
16,112.5,19225.21053,7037.398649
16,2838.5,4035.21875,5557.590517
16,4173.581522,3514.25,4152.46875
16,9460.270161,4286.1125,3759.648148
16,4623.277778,3460.574074,16842.13793
16,15294.09375,18288.86667,2263.840625
16,3142.805556,13207.35556,4875.5
16,8824.736111,11464.44444,5596.085938
16,35722.95968,4274.183036,3892.855263
16,28676.79,12332.75,20360.52546
16,59781.5,3714.5,4960.844828
16,56976.91204,10113.70703,10328.00915
16,16345.12069,9111.175,6510.293103
16,1537.056818,4665.797619,5153.796875
16,2061.796875,14275.96552,9682.408537
16,12601.46552,3534,2436.239583
16,21390.63839,9818.64527,17793.29948
16,43326.60484,5403.090517,15654.35345
16,12960.375,4180.777778,18693.13514
16,16247.62097,11185.91892,6322.525
16,1499.514706,4729,8821.409091
16,14233.26667,6247.637931,7745.824324
16,25590.76316,3809.755,7856.258621
16,13035.73148,5073.5,11070.95122
16,569.2916667,4763.965517,3956.517857
16,14192.85366,21550.48611,7489.684028
16,19033.96429,18713.16279,11105.25357
16,16890.73295,7201.69697,5710.795
16,54226.55882,3788.028571,3880.954545
16,6244,6372.742424,6210.678571
16,41091.25,6367.678571,2533.953125
16,10382.22222,6243.71875,7466.222222
16,50593.92308,4604.176471,4944.219828
16,8373.764706,6122.708333,14127.19118
16,7959.86875,20780.05114,5058.904762
16,6701.390625,17703.125,6128.067568
16,2609.51,26846.12755,17884.08
16,3043.641304,22317.82552,24735.33824
16,11702.77273,7044.375,8564.796875
16,21543.09302,3327.200893,8700.346154
16,30597.6348,8072.258621,14999.02703
16,1422.586957,3309.743902,4999.003788
16,14728.85714,4818.4875,12499.72561
16,23642.03846,5837.19697,5563.523148
16,9417.085938,4838.852941,14467.1681
16,18675.23438,4264.887931,12474.79878
16,21485.7931,5329.409091,18859.08333
16,17355.33333,4499.777778,4985.294118
16,11237.88333,5661.602679,8955.567308
16,18253.10096,5958.72973,5894.387097
16,1663.75,5783.294118,9501.759259
16,21972.68103,4915.75,9793.029412
16,2704.504808,4133.515625,11671.48214
16,15602.01471,3542.214286,4595.90625
16,20584.76471,5935.655172,5207.049107
16,7427.558824,11658.69118,9051.333333
16,23322.00926,3577.800926,21766.88915
16,11511.24107,3789.351563,5879.657143
16,92751.46802,26963.12838,5944.481481
16,18889.77778,8961.527027,8766.705645
16,38871.96094,5886.917683,1009.888889
16,6855.740741,6824.775735,9602.8
16,3308.173913,4991.564286,8526.099138
16,4053,8873.232558,5525.319444
16,11894.46429,6025.65625,4080.583333
16,8185.821429,3147.185185,3035.232143
16,17097.3125,21482.76902,19608.19853
16,12349.88942,4300.115854,5917.62963
16,58268.5625,6647.888889,6677.75
16,7236.870536,7884.323171,2877.918919
16,9415.366071,9285.958333,11358.38095
16,25420.23438,4890.172414,3027.651515
16,31289.9,7564.310345,7621.012097
16,15100.5,7869.411765,5027.907407
16,17995.37097,14310.18182,7376.267857
16,8857.142857,2024.580645,4527.741379
16,35190.07143,5611.142857,5835.913793
16,7405.75,15467.295,5117.008333
16,19110.48276,27990.89939,10011.875
16,3376.161458,5882.28629,7376.275862
16,17704.48,4531.348214,3029.87963
16,3803.5,3987,12376.7027
16,5611.758621,30356.58654,4156
16,44746.78889,5859.15625,4977.075893
16,13776.71,7566.53125,4047.325758
16,20210.5,9818.628571,14018.99432
16,15102.28571,4881.742424,40654.90476
16,57888.82857,4906.557432,3264.689655
16,32586.85256,5817.25,18005.67905
16,5016.357143,5825.205882,6985.606061
16,18899.08173,9176.531977,7463.826923
16,11982.16118,5734.675676,11526.50338
16,38472.40556,6223.294118,5747.265244
16,22041.95703,3156,8049.466667
16,10735.54,4373.401786,5647.475
16,51025.43966,5482.459459,6716.118421
16,21469.28274,10868.19932,5955.897727
16,6777.314286,3621.62963,5048.953704
16,13052.99038,8264,3077.192308
16,8757.75,3130.611607,19510.59677
16,8794.54,3744.517241,4897.583333
16,26383.10156,6705.765625,5491.073276
16,11464.88095,3083.022727,5307.517241
16,24690.18182,5435.038793,5071.952703
16,30251.17143,5490.997024,8825.957031
16,33773.9527,3267.087963,15353.09259
16,21775.0125,6951.208333,1484.10473
16,12549.78571,21261.5,3978.420455
16,8023.946429,12176.40074,12936.02857
16,1573.047619,3399.879032,4827.55
16,28540.45745,16511.52616,6473.180556
16,11073.55833,11621.89655,31530.5
16,12106.7,7704.28125,5404.809524
16,31221.19397,7872.030172,5308.465517
16,8418.691176,15484.21037,3788.134259
16,11706.21429,10821.50595,4105.086207
16,52230.2069,6641.25,4860.25
16,8296.125,3656.5,4010.944444
16,3039.081522,4174.125,10163.83333
16,13621.60185,10421.68145,11659.0125
16,18395.44758,7106.422794,3044.49569
16,13452.08929,7305.482759,4230.347222
16,37267.29286,4066.459821,5119.75
16,8240.632353,26294.35714,5502.558594
16,16418.31707,5610.8125,8320.971429
16,11328.55769,2670.128571,2475.833333
16,16459.27778,13812.44828,4511.5625
16,9278.388889,9615.885714,12082.8699
16,8458.875,6626.413793,19017.53125
16,9587.598485,11955.66463,4933.802419
16,11006.03646,10645.92857,6250.866667
16,13078.06731,14215.73684,3741.035714
16,15665.95968,7370.441406,4767.268519
16,21115.86364,4938.24569,5761.699219
16,2015.857143,3503.155172,7097.112069
16,7696.431034,4591.62069,6174.5
16,21093.5,1400.173077,5724.775
16,17425.60135,6156.242424,5072.6
16,3775.149038,5654.344828,6084.083333
16,13939.87891,5354.025,3637.25
16,21909.8125,5008.339286,18299.6
16,16856.95238,6179.5,4347.076923
16,13337.36111,7113.909091,9202.157895
16,1959.910714,8539.905172,9653.266447
16,23187.77083,7748.30303,4503.298387
16,14285.125,6950.628378,7133.435484
16,23755.28125,3469.125,3924.496951
16,2051.78629,4181.371875,9869.305556
16,3356.380952,9620.598837,19204.2973
16,32403.5,13514.80405,6567.526786
16,9511.854167,6277.214286,9873.683333
16,19846.60577,10856.44196,4544.930147
16,7016.326923,5719.862069,4311.12069
16,47821.23929,3425.848485,4932.553571
16,60453.6129,11568.43966,7530.758621
16,61045.75,1455.703125,9065.8
16,8244.771429,9412.147059,6028.545455
16,4490.17,6239.931034,1912.666667
16,1814.576923,22539.11607,14728
16,16495.20968,4231.535714,6756.289063
16,47091.06667,19055.17778,5856.703125
16,9169.888393,5037.881757,9146.28125
16,4908.3,3860.529412,7595.382576
16,8548.428571,4509.621711,6353.18
16,5078.142857,6187.837838,5236.732759
16,7422.092593,3633.204545,7073.978448
16,16367.73276,4163.034722,15841.25
16,14767.27,13360.21307,14915.39286
16,20554.5,8457.25,9248.12931
16,11536.36111,5584.236111,11351.83721
16,25016.8,4780.332031,3695.267857
16,10870.93304,8341.114286,11856.00338
16,20743.4375,10061.66667,6350.017857
16,70268.0303,18408.6189,13002.83088
16,135368.3939,3347,6239.949324
16,5010.532258,12134.80048,12340.61538
16,17425.41667,7983,7138.258065
16,11534.11111,5540,14574.3
16,4213.018939,8234.752907,11669.41964
16,2255.434783,5923.153846,30715
16,10527.82051,4818.307692,5791.922794
16,8251.75,13615.625,16134.92434
16,18392.94595,6291.943966,5067.664063
16,14431.75,4245.45,20432.63793
16,13452.1875,10280.31731,4883.111842
16,28912.34375,10114.33962,5579.699074
16,34091.25,5269.454545,6790.462963
16,2353.695652,18305.96591,18132.26689
16,11370.13462,35271.88158,6458.460938
16,10424.92708,6687.300676,6219.698529
16,2379.847826,5925.444444,15451.66803
16,14811.96875,6018.875,9761.193548
16,7911.75,9805.328947,23893.5625
16,16407.23276,3422.271341,6151.6125
16,15495.5,11101.425,4110.581897
16,9362.615741,7512.237069,7403.448276
16,13537.57212,5734.120968,3712.698276
16,20442.54464,13531.21983,25923.23177
16,32470.75,6020.37931,5945.035714
16,10412.23684,14559.33984,4157.657258
16,17894.11607,6504.503676,4575.737069
16,10778.55172,4719.709375,8655.75
16,4113.428571,4664.614865,21778.02727
16,23489.67308,3990.458333,4079.559659
16,9084.452703,6325.478774,25437.92
16,22759.05147,13222.26071,4474.458333
16,12169.2,4709.404412,5867.609375
16,4840.1,7197.158784,7994.47973
16,9633.942308,4531.068966,368.875
16,1051.517857,6050.637931,6042.370536
16,39648.3125,8345.648649,4227.414063
16,12532.31061,4356.985714,4250.62963
16,14130.18304,3912.916667,13930.11111
16,2667.78125,5701.602941,9731.786765
16,9911.491379,6674.192308,28115.9
16,12091,6172.210938,2664.955882
16,25555.9375,3225.642857,5321.083333
16,8660.677419,8344.193182,9243.62931
16,3038.608696,9219.758621,5805.705357
16,26911.04717,18998.27961,5328.931818
16,16758.27778,4823.878378,5271.46371
16,30390.775,4730.483333,5493.83871
16,1615.136364,3224.5,8637.285156
16,9993.611111,3668.224359,4042.802419
16,39690.53906,4475.637931,18909.88333
16,14700.68966,16267.53333,6104.206897
16,11223.49074,19435.59722,12062.62847
16,23329.51163,25428.39286,5945.933333
16,3852.238281,9400.092857,14484.96462
16,28670.24148,12503.08108,4350.445946
16,12649.25,10313.25,4508.35
16,9087.144737,17972.40179,7611.275
16,1509.5,2521.227273,347.04
16,1415.666667,22056.84167,4581.05625
16,19553.66129,6658.375,11222.69886
16,6844.625,14592.8625,11289.25
16,3968.9,1917.203947,11710.99038
16,6366.533333,5399.304487,9190.503472
16,3456.4,5465.25463,2958.5
16,3388.038462,6568.071429,16454.03814
16,16801.55556,7063.375,4079.13125
16,6863.857759,12012.48661,5899
16,23941.28125,8173.375,29146.37903
16,7304.482759,4508.578571,8368.955357
16,13252.60776,14921.82258,2698.581081
16,13947.81048,4267.666667,5171.775862
16,20367.83594,3078.875,7645.604167
16,2158.49569,5232.736842,6890.474138
16,390.3214286,6430,215.125
16,1164.386719,4953.003676,21240.55172
16,415.6666667,4483.236607,6418.455357
16,2557.388889,5937.070313,4324.726351
16,19994.06818,17265.65938,8608.066667
16,20236.9375,5881.571429,10262.31731
16,5020,6946.125,5190.214286
16,59698.32432,4638.535714,8321.875
16,56986.27885,4306.776786,3058.729167
16,7887.25,4485.75,4973.375
16,8154.357143,9833.170732,7161.318548
16,29701.4,6342.1875,6597.737903
16,27775.59722,4416.405172,4203.310185
16,9138.371324,6577.040179,15826.75
16,46866.89286,3297.172414,3706.080645
16,708.53125,6175.580882,16044.10511
16,15268.40741,5087.625,3631.378906
16,10260.32759,4627.553571,4500.5
16,14285.10417,10671.75481,5800
16,15617.06757,6134.232143,4935.228448
16,11365.38839,7567.058333,3125.856061
16,28715.77244,14056.06696,6916.192073
16,18635.33333,3692.345238,4277.513889
16,7518.080645,7833,4518.75
16,7098.870968,6301.133621,5892
16,3643.75,5789.486607,11354.29545
16,3161.88587,6271.5,7138.571429
16,2497.423913,6511.892857,4314.655172
16,7838.475,7127.178571,6643.375
16,13918.25,9157.348837,9439.1875
16,20452.8625,3928.375,5021.887097
16,17525.4375,12134.56395,14455.24107
16,21922.94118,3656.034722,3156.810811
16,8112.5625,3532.892857,12977.76902
16,24957.375,3375.75,4634.1875
16,10365.76667,6520.90625,2682.77381
16,12872.40244,36843.98438,12256.95565
16,4908.075,5640.534483,4863.42
