Date,RFP Control,sgRNA Control,sgRNA Modified
16,14333.58929,21668.92857,5508.477941
16,59205.83125,7998.520161,4317.344828
16,24494.83553,9406.454545,18354.88953
16,20000.855,20177.48529,29910.09756
16,13680.57143,5137.5625,16933.92614
16,27910.8625,5656.75,6333.014706
16,22716.41797,8086.060811,4396.259259
16,70736.66016,9357.183036,6275.482143
16,17927.7439,579.9302326,4061.185185
16,1962.541667,5069.444444,4322.022321
16,11613.85714,4307.138889,28412.26415
16,2623.125,14347.2,7278.395833
16,12807.86111,8292.1125,3162.759259
16,25600.10714,5724.335714,18801.1
16,10886.1199,4834.41129,3456.555556
16,19905.93243,4181.169643,6750.253289
16,34280.78676,2845.351351,13287
16,2625.194444,9020.572222,6992.775862
16,9702.7,26097.215,4802.612069
16,23231.40625,4737.706081,7768.939189
16,21157.48026,3920.142241,5464.547414
16,20014.24242,4702.974359,4284.340909
16,14217.59483,14777.5625,6329.319444
16,4561.595238,4459.4375,6539.3125
16,18155.55405,4621.413793,9715.787037
16,3660.540179,4708.642857,5338.75
16,15305.37097,5211.842105,4091.517241
16,9672.588235,4933.90625,6368.566176
16,9855.3,12791.6375,7659.102273
16,5374.975962,3744.666667,11431.7375
16,3359.55,3328.318966,7342.975
16,1429.038043,4197.825581,6137.75
16,1191.909091,5227.621622,4911.784375
16,10399,10358.95455,7193.305556
16,13476.875,10116.81481,3917.775862
16,5571.075,11627.56429,4885.6875
16,17821.00463,15957.57813,8602.314815
16,5454.42803,8547.483871,4893.285714
16,11312.44079,4451.973214,13210
16,15622.70536,2792.75,7542.885135
16,3798,4648.080645,5310.581897
16,19719.73387,11522.31111,14404.125
16,11440.51724,4657.392857,10352.8
16,13136.02365,11073.30645,3324.904762
16,23870.37931,6557.793103,4361.086207
16,13403.5625,4855.431034,12037.91489
16,12452.51282,4693.570313,3460.425676
16,7802.484848,5781.049419,5502.473214
16,13172.73707,6869.081522,6830
16,22740.37838,4423.402344,27397.1117
16,23481.51724,16835.86436,3172.194444
16,10518.37121,4150.0625,3986.96875
16,35368.22857,4541.333333,6385.956897
16,45452.125,9594.1875,5415.964286
16,14919.17647,4356.2,6439.708333
16,15593.36364,13057.51087,3529.25
16,14344.09459,10135.97321,42818.375
16,96083.7625,6023.801282,4078.171875
16,5560.6875,16900.54435,6813.095395
16,1943.456522,4093.62069,17031.96429
16,2670.596154,6822.310345,6337.836207
16,2556.392241,4127.171875,4515.625
16,9457.783854,5182.4375,3130.602273
16,21389.83333,8580.708333,3927.186047
16,570.797619,8241.754808,5525.803571
16,12551.69697,8721.096774,3010.625
16,730.7142857,5459.935345,4330.030172
16,7301.383929,5223.430556,5960.5
16,3812.625,6575.330357,7044.533333
16,612.9353448,4412.2,4223.617857
16,3286.083333,15239.8,6437.310606
16,2045.5,5402.955882,3865.291667
16,9402.746094,14887,12462.53041
16,12860.27778,12675.15489,9894.664634
16,41296.775,9176.522727,4288.692308
16,13276.92905,6325.583333,7595.923077
16,9900.5,10315.29032,7922.194444
16,18890.75,15801.2375,5070.172414
16,3480.238636,7263.133721,9411
16,9518.647321,3050.783784,5192.467742
16,1084.607143,4032.0625,3872.53125
16,3437.85,25738.78571,4737.857143
16,26540.32759,5519.833333,4211.392857
16,41460.55556,7014.934783,16642.70968
16,10136.91518,27802.76689,13470.6875
16,2189.892857,9302.83871,17579.875
16,14052.93561,10866.8141,3378.37931
16,2416.991379,4940.75,9315.689655
16,10863.48162,1891.277778,4778.133065
16,24221.44531,4025.026515,8505.208333
16,7495.318966,3309.166667,7090.083333
16,72665.09797,4589.290698,3254.990741
16,4910.464286,9267.212121,10223.33333
16,16149.07143,8551.040625,3926.916667
16,20180.94737,6935.362903,4140.724138
16,6641.396552,17050.48649,30926.24324
16,16852.71429,3465.708333,13847.02326
16,16107.64655,3092.378571,4589.12931
16,20460.16667,7494.571429,6956.87931
16,3006.380435,6073.371429,13429.375
16,17012.08482,4689.625,11951.16667
16,12019.17857,4544.431818,23248.51563
16,23641.58621,14684.225,3154.297297
16,4909.644231,3946.741379,1742.217742
16,10173.98276,1142.397059,10026.375
16,10502.24242,8471.223684,6878.196429
16,21723.95221,3706.098684,6798.764706
16,13657.90278,18117.48047,3664.657609
16,919.3571429,21783.29412,13667.52941
16,2054.9,3816.9125,4151.452381
16,13397.59451,5653.416667,5709.420732
16,4579.086207,7471.882813,6932.072368
16,1807.636364,6072.334677,11289.55952
16,17708.875,9053.758333,4171.232143
16,9515.465517,5223.540179,5295.8
16,26556.38462,7548,4504.922414
16,15212.40774,3954.891667,4926.514286
16,29049.75568,5312.612903,4753.521552
16,12894.45833,8036.767241,9765.59375
16,12022.07328,11838.73798,3642.683333
16,11862.84375,6719.181034,29306.5
16,13744.16667,6655.242857,7037.293103
16,10663.92568,5309.030172,3233.817308
16,9040.75,4962.209559,13798.95833
16,1668.597826,5815.055556,5153.83871
16,26693.13793,5007.62069,7981.043103
16,700.7142857,5588.975,7527.336538
16,23069.79487,3975.5,5431.366379
16,1553.990385,3485.736111,8538.045455
16,44684.95714,10574.55833,3710.833333
16,11540.44286,12024.2875,7883.480469
16,37593.95238,13881.91667,11265.09302
16,23246.83621,3581.618902,3453.352941
16,7461.7875,4718.894531,3446.25
16,20744.3125,5996.172414,4472.739583
16,12489.20455,3178.573529,9618.522727
16,9220.1875,6133.886792,2855.233553
16,14211.1713,4224.518519,3194.892857
16,3320.787879,9348.71875,2002.190789
16,29951.15541,19453.02381,3281.413793
16,23948.78716,3135.803571,346.577381
16,1527.535714,4097.530303,5754.641892
16,2873.863636,4840.174107,6609.454545
16,3898.223958,8255.159091,3938.25
16,8749.558333,6079.653571,3196.166667
16,7192.354839,6215.01087,6083.571429
16,3409.395833,4666.25,8913.588889
16,5064.075893,16323.39062,19826.03226
16,9314,7275.075893,13031.19167
16,2318.875,7666.398649,3790.941667
16,1347.875,3762.75,8138.5
16,7636.240741,6828.212121,43668.44231
16,15963.51389,25129.89453,10653.25833
16,16265.60648,11096.32432,4278.074074
16,10341.38793,6691.598214,4985.62069
16,6763.532258,9196.465278,4561.154412
16,13480.5,4619.369565,8786.363636
16,11399.89881,9767.068966,4903.363636
16,3860.37931,16427.91279,7155.917857
16,21702.18421,7294.646552,8828.878378
16,1512.046875,12928.71622,5333.83125
16,19240.34483,7062.884868,24646.90625
16,12915.33333,4502,12724.39939
16,7273.5,7756.725,22820.06649
16,1123.25,6181.7,7483.955357
16,155516.4609,3720.297297,6238.715517
16,12292.23311,26034.5625,13579.11111
16,20276.46552,3109.760417,4904.796512
16,12487.84722,9489.080645,4582.183824
16,9656.788462,5461.25,14542.66667
16,11179.76613,587.0357143,3274.222222
16,10076.65625,4212.232143,15656.52381
16,16859.08333,4037.145161,7373.090909
16,78093.59375,8408.70283,7928.944444
16,10126.56481,3884.765152,3811.173077
16,7677.557692,4556.193182,4726.617647
16,13210,7903.996094,5083.988095
16,15811.45833,17973.15,5533
16,13970.05769,6910.772321,15602.81897
16,10118.41026,11299.39103,9094.566964
16,5541.405,4899.25,6222.75
16,20973.06419,4052.387097,2916.625
16,15052.77679,4892.5,4126.215517
16,14561.85135,5158.03125,4741.375
16,20791.50806,6909.220395,3468
16,3020.125,5951.773148,5683.045455
16,4540.48,6435.390152,5037.818182
16,3913.71875,3402.144231,6037.277027
16,3191.1,5020.375,5910.976563
16,29261.0625,11681.62097,5811.942308
16,12726.47321,5272.46875,5378.138889
16,2175.351852,10102.40625,16920.49138
16,7493.482143,8781.153846,13111
16,1479.5,3891.6875,5229.291667
16,12674.13889,6850.636905,6924.964286
16,9098.62963,10674.78846,3107.277778
16,43046.66667,14480.12195,4103.275
16,15889.09375,5754.654167,8700.586207
16,14839.63839,19612.25581,4399.288462
16,11954.02941,3757.058824,8397.191667
16,15489.58621,4642.05,5048.585714
16,597.4821429,6873.015152,7493.094828
16,14240.75368,6342.105769,3420.131098
16,17919.11638,6668.196429,5912.852679
16,5659.448276,4727,6279.361111
16,27179.06897,5548.706897,6473.767857
16,11991.75431,4570.232759,7860.307143
16,64090.51172,6878.977273,5367.517241
16,31695.19231,8115.375,5596.87931
16,19534.56034,6244.375,6807.787037
16,1255.676724,4877.995192,3831.71
16,20588.09766,7752.425,9366.720588
16,8692.716346,4324.6875,3359.669643
16,1090.263889,3751.702381,16522.33523
16,10242.30556,7206.448276,5487.223958
16,60681.2027,7435.839286,3416.743421
16,24576.1891,6203.09375,25335.94952
16,28028.84028,6909.240385,4658.464286
16,17815.95536,6231.666667,6882.919643
16,15246.57143,6108.585106,6210.428571
16,3421.21,12314.6875,5916.552632
16,34852.15789,7645.910714,6924.992647
16,1212.875,5024.831395,4355.5
16,22022.0625,17153.23684,3930.967742
16,17800.93103,3602.52,4857.825
16,17358.87162,4369.632353,5613.260135
16,2189.236111,4156.3625,6609.030172
16,7722.588235,3278.65625,4805.521552
16,6772.759259,11690.00439,5884.817073
16,15694.80303,6305.707031,5886.666667
16,2512.75,5011.75,4381.55
16,14042.93548,7332.3125,3849.28
16,13649.92788,17058.71429,6026.758621
16,17099.85897,4312.603448,23119.58962
16,9429.111111,20316.51515,4688.024194
16,2446.988095,8817.703125,7888.8125
16,7884.678571,36090.43182,16829.84821
16,4662.870833,10932.21429,3279.381579
16,4384.522321,7636.241379,4039.802885
16,23541.08468,4184.482143,5524.594595
16,5508.455882,3420.237069,5353.955357
16,12488.75,9285.830357,5672.892442
16,19987.85,9666.355469,5961.599138
16,3850.632813,9023.080645,18686.67593
16,24225.63636,8672.222222,10777.1
16,1581.9375,6931.604167,6195.0625
16,3455.875,5052.042553,8183.155172
16,3068.625,4628.875,6654.8625
16,2520.846591,5651.413462,2395.151316
16,25630.39722,14157.15517,5227.202381
16,12646.16016,3147.103448,6700.446429
16,34465.74695,5700.099138,5024.95
16,17740.5787,969.0795455,4806.958333
16,1047.90625,4871.607143,5030.430556
16,8628.5625,13633.47845,7212.610714
16,18441.75,7230.6,8198.540179
16,20419.9375,6311.881579,4643.939394
16,5074.115,11037.75,6841.614286
16,7194.705882,7045.448276,3689.796296
16,17869.82661,5558.138889,14074.625
16,24938.05556,12516.6,4868.5
16,13440.04392,26527.66667,5851.509259
16,38495.92143,5623.8125,7058.9
16,17762.11397,5275.722222,9404.651163
16,18680.17988,9076.375,4586.946429
16,14759.84615,6485.228571,7750.71875
16,8040.084821,5347.181818,9683.588816
16,6672.62069,4994.216216,7224.051724
16,9048.727273,4895.303571,8717.225
16,11291.51852,832.6774194,4347.991379
16,18107.01442,10621.83929,11924.83173
16,5350.9375,5199.2,3458.833333
16,20886.58621,13990.91667,15981.20221
16,7472.666667,20623.55882,16132.54762
16,11074.63889,864.2276786,3592.534483
16,10892.88176,4322.277027,5211.691964
16,8374.625,14646.17241,6102.704861
16,13957.06818,6479.241379,13549.84211
16,8729.746094,2996.516892,4786.054688
16,1345.03125,3953.574324,3872.5
16,37636.55625,6413.792683,11257.83088
16,10068.26071,57722.14583,6016.916667
16,14681.64655,13698.1625,5963.158654
16,20539.45,4144.586207,4619.426724
16,10863.01613,6415.754808,7972.430147
16,23389.85484,5203.801724,11217.66204
16,39452.47619,4304.392857,3682.147727
16,17573.01923,46678.38889,6276.294118
16,13107.82692,14481.60465,5321.288793
16,4366.3125,5472.523148,5083.030303
16,3759.620192,10515.54044,11958.79487
16,13929.61875,7626.980769,16891.3
16,22701.57143,12728.83537,11190.96552
16,2614.4375,9688.27381,14901.05769
16,5312.609375,5612.03125,14080.78488
16,13946.67969,5535.724138,14427.81419
16,2891.75,4192.25,4087.895161
16,8910.965517,5958.428571,3881.972222
16,8270.155172,4876.310345,9037.557692
16,9786.185714,6165.071429,40804.72436
16,2251.273148,9698.707143,4085
16,14040.80515,3087.942308,12409.36842
16,14512.88889,6266.632353,3543.935185
16,10684.44355,5270.826923,3280.490854
16,23008.44196,8271.742424,4386.152778
16,966.6666667,3514.142857,18374.15909
16,18986.31897,38462.79098,5637.919643
16,34267.05769,4625.25,17447.81818
16,5132.290323,4352.775862,4882.3
16,2188.75,2811.552419,3835.991667
16,33048.89881,6127.137931,5063.371429
16,11946.44828,4280.14881,4362.105263
16,21977.18966,10064.16667,6167.032258
16,12559.81466,4046.164773,24601.28125
16,1319.655,9999.541667,4970.393939
16,46974.14545,4171.236607,9238.695313
16,8499,4821.135135,5018.432432
16,3490.645833,6329.409091,18086.08721
16,6295.41129,4273.634146,14590.97727
16,3470.6,6286.566667,14862.11413
16,16744.01014,6688.419643,4870.28
16,4810.543103,17192.71341,5840.658784
16,10624.30903,23852.32609,6813.915179
16,56864,5547.337963,8982.041667
16,18944.9625,30297.25,5699.125
16,5101.301724,6041.676724,4123.148148
16,2625.551724,9943.885204,8999.679167
16,55125.57353,5298.111111,4184.421429
16,9020.375,4533.424242,5884.633929
16,6058.65,4609.857143,3393.375
16,2553.068182,10140.48864,4867.506757
16,18042.65517,5179.344828,2663.914286
16,36938,14185.11719,6867.2
16,15981.7931,4610.133929,20914.41935
16,33621.76103,8125.580128,3953.196429
16,8173.857143,2816.8125,5097.972973
16,22234.9625,5909.512821,10196.0775
16,17522.05682,17915,934.6546053
16,22535.37838,6000.215517,5295.036458
16,19121,13540.44,4151.996212
16,14446.85855,6015.505952,7004.371429
16,2643.966667,4349.105769,8655.805556
16,25437.68571,24891.31618,9317.285714
16,4205.658088,3869.337209,5829.74569
16,8273.258621,11806.75556,5849.707317
16,17873.79297,4101.702381,6684.168605
16,48056.4697,16432.0625,949.9677419
16,14288.65179,3678.152174,5978.00431
16,17833.21429,6761.09375,3517.775
16,4736.482759,4890.615385,3792.0825
16,3633.612069,7035.219697,15273.25
16,13272.30469,18248.38636,7705
16,18280.62162,4651.36,10079.8125
16,2774.79,17747.15,12698.18478
16,16034.85197,4360.677419,16665.89688
16,6307.514423,5349.303571,11848.99537
16,4755.077586,6683.696429,12402.19688
16,15570.56944,26548.28125,2761.598214
16,14004.73276,6097.845238,44249.63415
16,11535.67361,21959.31579,10147.94512
16,405.8295455,2508.214286,4665.5
16,15990.51136,46425.51667,29450.41463
16,8605.47619,8574.724138,4277.375
16,34428.96154,2788.397059,16126.97222
16,3709.916667,7468.375,8876.21875
16,1755.630952,5013.597222,384.8625
16,5575.583333,16341.09677,5938.034483
16,52879.30645,8086.801724,1268.125
16,17503.06897,15331.95313,1681.689655
16,58326.98649,4837.336538,4013.342593
16,7150.757143,3472.570833,6633.382576
16,27547.24107,17295.59659,5845.375
16,11269.26,11324.3871,25493.89063
16,5793.392241,5750.540323,5158.291667
16,23189.34756,13838.69118,12251.01042
16,29536.35227,7057.960366,4534.314655
16,14322.75,2964.25,5370.677419
16,4338.257813,8599.956081,4900
16,2101.5,5304.854167,21647.84434
16,12658.58333,10485.10714,12174.75
16,844.1666667,4967.793103,4510.495536
16,18536.58065,6379.708333,4384.972973
16,6392.508621,124.4347826,6219.232143
16,63114.62857,10510.075,3289.8125
16,2142.402778,7183.290698,11552.87805
16,822.5509259,19414,3249.910714
16,5309.535714,4947.276515,9041.799342
16,9925.414286,983.0172414,4858.506098
16,9491.165323,6267.708333,4872.25
16,37328.95956,1703.822581,1050.035714
16,6140.272727,4938.740741,5586.078488
16,27355.95833,6522.965278,6414.771552
16,5965.39,7025.608108,5028.976563
16,8778.185714,16416.5625,8828.413793
16,22704.28125,3661.863281,6064.116379
16,642.75,16114.25,4536.918269
16,17406.725,8116.383721,7242.645833
16,369.4810606,3392.454545,5045.285714
16,13701.22115,19760.47297,3042.535714
16,26908.96382,237.0163043,21221.56548
16,77492.91071,4573.807143,13422.69318
16,21338.39063,32099.84559,4883
16,1314.555556,9137.948276,3622.648026
16,1674,11843.10135,3457.571429
16,34333.35714,1196.8875,35578.25403
16,5888.303571,5118.78125,4125.68
16,7684.881579,4901.193182,13609.72973
16,21090.45968,6966.222222,6378.112069
16,16067.75962,2099.2,182.6956522
16,21911.85577,1202.261905,4366.05
16,4322.571429,26572.8875,11178.5
16,18255.70357,4121.475,7713.253378
16,899.077381,16189.95259,4834.395161
16,25010.07143,8990.677083,6475.464286
16,40798.44318,2738.4,4862.654412
16,7785.290323,7427.261719,3907.5
16,2773.45625,5162.568966,10795.7561
16,17046.17339,1751.75,6270.586207
16,31587.94231,1576.321429,3490.84375
16,12137.33333,13510.10887,20843.48611
16,15181.44737,5147.572581,3314.357143
16,105493.1554,3536.246795,9526.092593
16,14909.66532,9266.771429,8787.491935
16,16456.85268,4655.398148,12792.98864
16,26944.54545,6189.404167,10034.91667
16,1710.611111,6843.905405,4500.606061
16,15032.80449,4769.166667,4206.307143
16,17461.58036,8567.066667,10271.15104
16,20133.27206,6855.517241,9494.195313
16,20489.1875,3726.555556,7774.939394
16,8106.862069,5801.819444,5585.830357
16,4571.540625,10204.45089,4563.008929
16,8728.296296,22728.86111,4919.8125
16,16907.27273,10097.07143,4730.5625
16,20065.22414,3649.473684,5169.625
16,8123.416667,15806.79076,16473.925
16,39120.20588,5627.008333,4468.5
16,970.25,4406.064655,4132.451923
16,23366.2936,13631.8277,22433.24324
16,908.2857143,6329.089286,4807.892857
16,16310.57857,4431.775,5082.836538
16,2231.565217,32225.6,14803.32432
16,3901.37931,5062.043103,2763.071429
16,4775.043478,15014.98611,8836.758333
16,20130.75781,6008.986111,10518.93548
16,13269.94318,4113.444444,9829.922794
16,18832.95122,2903.65625,5658.666667
16,334.7125,7344.65625,4075.592593
16,15713.13333,3945.37037,6071.75
16,16634.65,3782.732143,4524.5
16,9968.625,5677,3696.810811
16,19412.78571,21986.875,7610.534091
16,1515.05,6202.689655,16191.86364
16,3597.571429,5531.155405,3926.333333
16,678.5769231,11793.76744,11264.125
16,23915.6875,7333.257813,3996.478448
16,13836.87069,6284.5,4460.319444
16,23069.41667,7798.25,8622.410156
16,8776.893382,6728.525735,2927.560185
16,16369.85227,4842.767857,10542.655
16,31501.61364,6857.392857,5923.447917
16,2782.6875,4685.922414,3607.00463
16,5672.5625,4336.022321,4067.637931
16,16945.275,2489.315625,17355.67568
16,1432.142857,18146.54,6443.75
16,68782.16667,4506.4125,3919.515625
16,68551.02941,7701.671875,4093.607143
16,2313.96875,3129.83125,3621.851852
16,10828.29762,3905.265625,14667.63235
16,5999.508065,7036.826923,10748.23864
16,9479.407407,4874.517241,4575.935185
16,30249.625,5875.767857,5208.325
16,5553.346154,5604.25,3788.102679
16,11527.34146,5172.3125,4281.538793
16,13972,6501.955,13769.91379
16,18689.07353,10104.14732,25322.63221
16,34504.49038,7379.53125,3888.5
16,8272.714286,23968.61058,5395.028846
16,20486.57759,3984.630952,3861.333333
16,702.5297619,8992.242857,4510.602273
16,3539.619048,4737.482759,3059.741379
16,18219.47297,5153.35061,1849.611111
16,6127.81,4971.15,31811.71875
16,10284.20513,1246.4,7334.982143
16,545.4508929,10985.5,22493.06111
16,17387.17241,5761.081731,10806.23707
16,60594.16667,5139.773438,7703.87931
16,32236.73897,5294.333333,5108.701923
16,23130.32407,6251.366379,15303.29545
16,5097.773438,4078.125,7513.846154
16,1091.880952,6526.6,12231.61207
16,14607.58333,7123.971154,4563.864583
16,35743.69231,4339.066964,3696.901786
16,42643.37838,5294.410714,25571.76293
16,1551.076923,9576.988095,3449.277778
16,23910.78646,4479.230769,4101.885714
16,10533.90234,3326.164474,6360.2
16,775.8028846,10757.84722,11178.82759
16,13729.21324,12815,6072.017241
16,16912,3786.367647,4641.12069
16,18619.55172,4915.0625,7893.348214
16,36880.79688,3495.597826,5687.909091
16,7780.870536,7802.321429,7996.871951
16,19788.98864,4849.107143,12440.23387
16,1012.45,3603.578125,5061.784483
16,10715.43145,6146.926282,14828.10366
16,999.6904762,17741.265,4885.916667
16,9030.271552,5629.086538,16072.68939
16,12999.74597,5598.928571,6286.482759
16,51734.90164,5352.887931,13989.35227
16,15544.65064,7086.666667,5707.189655
16,13219.7931,3506.034483,12469.625
16,16507.25391,15596.41667,14051.66964
16,1573.27,6253.534483,4403.0625
16,2577.3125,3190.854167,4960.221154
16,3199.53,4303.907407,3353.388889
16,3153.032258,4423.337963,3854.75
16,5633.38587,23031.06731,3713.772321
16,13675.17763,4271.253676,5582.37963
16,1370.666667,3499.102679,11086.76724
16,72470.45,5930.583333,11011.2561
